ProductCode,ProductName,Category,Subcategory,UnitPrice
"0106047","WWI Wireless Transmitter and Bluetooth Headphones X250 Blue","Audio","Bluetooth Headphones",249.9900
"0106048","WWI Wireless Transmitter and Bluetooth Headphones X250 White","Audio","Bluetooth Headphones",249.9900
"0106049","WWI Wireless Transmitter and Bluetooth Headphones X250 Red","Audio","Bluetooth Headphones",249.9900
"0106050","WWI Wireless Transmitter and Bluetooth Headphones X250 Silver","Audio","Bluetooth Headphones",249.9900
"0201001","Adventure Works 20 CRT TV E15 Silver","TV and Video","Televisions",169.9900
"0201002","Adventure Works 20 CRT TV E15 Black","TV and Video","Televisions",169.9900
"0201003","Adventure Works 20 CRT TV E15 White","TV and Video","Televisions",169.9900
"0201004","Adventure Works 13 Color TV E25 Silver","TV and Video","Televisions",119.9900
"0201005","Adventure Works 13 Color TV E25 Black","TV and Video","Televisions",119.9900
"0201006","Adventure Works 13 Color TV E25 White","TV and Video","Televisions",119.9900
"0201007","Adventure Works 19 Portable LCD HDTV M110 Silver","TV and Video","Televisions",279.9900
"0201008","Adventure Works 19 Portable LCD HDTV M110 Black","TV and Video","Televisions",279.9900
"0201009","Adventure Works 19 Portable LCD HDTV M110 White","TV and Video","Televisions",279.9900
"0201010","Adventure Works 19 Color Digital TV E35 Silver","TV and Video","Televisions",143.4000
"0201011","Adventure Works 19 Color Digital TV E35 Black","TV and Video","Televisions",143.4000
"0201012","Adventure Works 19 Color Digital TV E35 White","TV and Video","Televisions",143.4000
"0201013","Adventure Works 19 Color Digital TV E35 Brown","TV and Video","Televisions",143.4000
"0201014","Adventure Works 20 Analog CRT TV E45 Silver","TV and Video","Televisions",200.0000
"0201015","Adventure Works 20 Analog CRT TV E45 Black","TV and Video","Televisions",200.0000
"0201016","Adventure Works 20 Analog CRT TV E45 White","TV and Video","Televisions",200.0000
"0201017","Adventure Works 20 Analog CRT TV E45 Brown","TV and Video","Televisions",200.0000
"0201018","Adventure Works 20 LCD HDTV M120 Silver","TV and Video","Televisions",349.9500
"0201019","Adventure Works 20 LCD HDTV M120 Black","TV and Video","Televisions",349.9500
"0201020","Adventure Works 20 LCD HDTV M120 White","TV and Video","Televisions",349.9500
"0201021","Adventure Works 20 LCD HDTV M120 Brown","TV and Video","Televisions",349.9500
"0201022","Adventure Works 32 LCD HDTV M130 Silver","TV and Video","Televisions",499.9900
"0201023","Adventure Works 32 LCD HDTV M130 Black","TV and Video","Televisions",499.9900
"0201024","Adventure Works 32 LCD HDTV M130 White","TV and Video","Televisions",499.9900
"0201025","Adventure Works 32 LCD HDTV M130 Brown","TV and Video","Televisions",499.9900
"0201026","Adventure Works 15.6 LCD TV M130W Silver","TV and Video","Televisions",299.9900
"0201027","Adventure Works 15.6 LCD TV M130W Black","TV and Video","Televisions",299.9900
"0201028","Adventure Works 15.6 LCD TV M130W White","TV and Video","Televisions",299.9900
"0201029","Adventure Works 15.6 LCD TV M130W Brown","TV and Video","Televisions",299.9900
"0201030","Adventure Works 52 LCD HDTV X590 Silver","TV and Video","Televisions",2899.9900
"0201031","Adventure Works 52 LCD HDTV X590 Black","TV and Video","Televisions",2899.9900
"0201032","Adventure Works 52 LCD HDTV X590 White","TV and Video","Televisions",2899.9900
"0201033","Adventure Works 52 LCD HDTV X590 Brown","TV and Video","Televisions",2899.9900
"0201034","Adventure Works 40 LCD HDTV M690 Silver","TV and Video","Televisions",1184.9700
"0201035","Adventure Works 40 LCD HDTV M690 Black","TV and Video","Televisions",1184.9700
"0201036","Adventure Works 40 LCD HDTV M690 White","TV and Video","Televisions",1184.9700
"0201037","Adventure Works 40 LCD HDTV M690 Brown","TV and Video","Televisions",1184.9700
"0201038","Adventure Works 26 720p LCD HDTV M140 Silver","TV and Video","Televisions",469.9700
"0201039","Adventure Works 26 720p LCD HDTV M140 Black","TV and Video","Televisions",469.9700
"0201040","Adventure Works 26 720p LCD HDTV M140 White","TV and Video","Televisions",469.9700
"0201041","Adventure Works 26 720p LCD HDTV M140 Brown","TV and Video","Televisions",469.9700
"0201042","Adventure Works 37 1080p LCD HDTV M150W Silver","TV and Video","Televisions",1099.9900
"0201043","Adventure Works 37 1080p LCD HDTV M150W Black","TV and Video","Televisions",1099.9900
"0201044","Adventure Works 37 1080p LCD HDTV M150W White","TV and Video","Televisions",1099.9900
"0201045","Adventure Works 37 1080p LCD HDTV M150W Brown","TV and Video","Televisions",1099.9900
"0201046","Adventure Works 52 LCD HDTV X790W Silver","TV and Video","Televisions",1592.2000
"0201047","Adventure Works 52 LCD HDTV X790W Black","TV and Video","Televisions",1592.2000
"0201048","Adventure Works 52 LCD HDTV X790W White","TV and Video","Televisions",1592.2000
"0201049","Adventure Works 52 LCD HDTV X790W Brown","TV and Video","Televisions",1592.2000
"0201050","Adventure Works 42 LCD HDTV M55 Black","TV and Video","Televisions",763.5100
"0202001","SV 16xDVD M300 Black","TV and Video","VCD & DVD",119.0000
"0202002","SV 8xDVD E100 Black","TV and Video","VCD & DVD",69.0000
"0202003","SV 16xDVD M310 Black","TV and Video","VCD & DVD",129.0000
"0202004","SV 16xDVD M320 Black","TV and Video","VCD & DVD",119.0000
"0202005","SV 16xDVD M330 Black","TV and Video","VCD & DVD",109.0000
"0202006","SV 16xDVD E340 Black","TV and Video","VCD & DVD",99.0000
"0202007","SV 22xDVD X680 Black","TV and Video","VCD & DVD",169.0000
"0202008","SV 8xDVD E120 Black","TV and Video","VCD & DVD",89.9000
"0202009","SV 22xDVD M600 Black","TV and Video","VCD & DVD",129.9000
"0202010","SV 16xDVD M350 Black","TV and Video","VCD & DVD",116.9000
"0202011","SV 16xDVD M360 Black","TV and Video","VCD & DVD",126.9000
"0202012","SV 8xDVD E130 Black","TV and Video","VCD & DVD",56.9000
"0202013","SV 8xDVD E140 Black","TV and Video","VCD & DVD",66.0000
"0202014","SV 16xDVD M300 Silver","TV and Video","VCD & DVD",119.0000
"0202015","SV 8xDVD E100 Silver","TV and Video","VCD & DVD",69.0000
"0202016","SV 16xDVD M310 Silver","TV and Video","VCD & DVD",129.0000
"0202017","SV 16xDVD M320 Silver","TV and Video","VCD & DVD",119.0000
"0202018","SV 16xDVD M330 Silver","TV and Video","VCD & DVD",109.0000
"0202019","SV 16xDVD E340 Silver","TV and Video","VCD & DVD",99.0000
"0202020","SV 22xDVD X680 Silver","TV and Video","VCD & DVD",169.0000
"0202021","SV 8xDVD E120 Silver","TV and Video","VCD & DVD",89.9000
"0202022","SV 22xDVD M600 Silver","TV and Video","VCD & DVD",129.9000
"0202023","SV 16xDVD M350 Silver","TV and Video","VCD & DVD",116.9000
"0202024","SV 16xDVD M360 Silver","TV and Video","VCD & DVD",126.9000
"0202025","SV 8xDVD E130 Silver","TV and Video","VCD & DVD",56.9000
"0202026","SV 8xDVD E140 Silver","TV and Video","VCD & DVD",66.0000
"0203001","Litware Home Theater System 4.1 Channel M410 Black","TV and Video","Home Theater System",599.0000
"0203002","Litware Home Theater System 5.1 Channel M511 Black","TV and Video","Home Theater System",699.0000
"0203003","Litware Home Theater System 2.1 Channel E210 Black","TV and Video","Home Theater System",299.0000
"0203004","Litware Home Theater System 5.1 Channel M510 Black","TV and Video","Home Theater System",639.0000
"0203005","Litware Home Theater System 2.1 Channel E211 Black","TV and Video","Home Theater System",269.9000
"0203006","Litware Home Theater System 2.1 Channel E212 Black","TV and Video","Home Theater System",299.9000
"0203007","Litware Home Theater System 4.1 Channel M411 Black","TV and Video","Home Theater System",599.0000
"0203008","Litware Home Theater System 4.1 Channel M412 Black","TV and Video","Home Theater System",569.0000
"0203009","Litware Home Theater System 4.1 Channel M413 Black","TV and Video","Home Theater System",549.0000
"0203010","Litware Home Theater System 5.1 Channel M512 Black","TV and Video","Home Theater System",699.0000
"0203011","Litware Home Theater System 5.1 Channel M513 Black","TV and Video","Home Theater System",689.0000
"0203012","Litware Home Theater System 7.1 Channel M710 Black","TV and Video","Home Theater System",799.0000
"0203013","Litware Home Theater System 7.1 Channel X711 Black","TV and Video","Home Theater System",1109.0000
"0203014","Litware Home Theater System 5.1 Channel M514 Black","TV and Video","Home Theater System",599.0000
"0203015","Litware Home Theater System 5.1 Channel M515 Black","TV and Video","Home Theater System",569.0000
"0203016","Litware Home Theater System 5.1 Channel M516 Black","TV and Video","Home Theater System",579.0000
"0203017","Litware Home Theater System 4.1 Channel M410 Silver","TV and Video","Home Theater System",599.0000
"0203018","Litware Home Theater System 5.1 Channel M511 Silver","TV and Video","Home Theater System",699.0000
"0203019","Litware Home Theater System 2.1 Channel E210 Silver","TV and Video","Home Theater System",299.0000
"0203020","Litware Home Theater System 5.1 Channel M510 Silver","TV and Video","Home Theater System",639.0000
"0203021","Litware Home Theater System 2.1 Channel E211 Silver","TV and Video","Home Theater System",269.9000
"0203022","Litware Home Theater System 2.1 Channel E212 Silver","TV and Video","Home Theater System",299.9000
"0203023","Litware Home Theater System 4.1 Channel M411 Silver","TV and Video","Home Theater System",599.0000
"0203024","Litware Home Theater System 4.1 Channel M412 Silver","TV and Video","Home Theater System",569.0000
"0203025","Litware Home Theater System 4.1 Channel M413 Silver","TV and Video","Home Theater System",549.0000
"0203026","Litware Home Theater System 5.1 Channel M512 Silver","TV and Video","Home Theater System",699.0000
"0203027","Litware Home Theater System 5.1 Channel M513 Silver","TV and Video","Home Theater System",689.0000
"0203028","Litware Home Theater System 7.1 Channel M710 Silver","TV and Video","Home Theater System",799.0000
"0203029","Litware Home Theater System 7.1 Channel X711 Silver","TV and Video","Home Theater System",1109.0000
"0203030","Litware Home Theater System 5.1 Channel M514 Silver","TV and Video","Home Theater System",599.0000
"0203031","Litware Home Theater System 5.1 Channel M515 Silver","TV and Video","Home Theater System",569.0000
"0203032","Litware Home Theater System 5.1 Channel M516 Silver","TV and Video","Home Theater System",579.0000
"0203033","Litware Home Theater System 4.1 Channel M410 Brown","TV and Video","Home Theater System",599.0000
"0203034","Litware Home Theater System 5.1 Channel M511 Brown","TV and Video","Home Theater System",699.0000
"0203035","Litware Home Theater System 2.1 Channel E210 Brown","TV and Video","Home Theater System",299.0000
"0203036","Litware Home Theater System 5.1 Channel M510 Brown","TV and Video","Home Theater System",639.0000
"0203037","Litware Home Theater System 2.1 Channel E211 Brown","TV and Video","Home Theater System",269.9000
"0203038","Litware Home Theater System 2.1 Channel E212 Brown","TV and Video","Home Theater System",299.9000
"0203039","Litware Home Theater System 4.1 Channel M411 Brown","TV and Video","Home Theater System",599.0000
"0203040","Litware Home Theater System 4.1 Channel M412 Brown","TV and Video","Home Theater System",569.0000
"0203041","Litware Home Theater System 4.1 Channel M413 Brown","TV and Video","Home Theater System",549.0000
"0203042","Litware Home Theater System 5.1 Channel M512 Brown","TV and Video","Home Theater System",699.0000
"0203043","Litware Home Theater System 5.1 Channel M513 Brown","TV and Video","Home Theater System",689.0000
"0203044","Litware Home Theater System 7.1 Channel M710 Brown","TV and Video","Home Theater System",799.0000
"0203045","Litware Home Theater System 7.1 Channel X711 Brown","TV and Video","Home Theater System",1109.0000
"0203046","Litware Home Theater System 5.1 Channel M514 Brown","TV and Video","Home Theater System",599.0000
"0203047","Litware Home Theater System 5.1 Channel M515 Brown","TV and Video","Home Theater System",569.0000
"0203048","Litware Home Theater System 5.1 Channel M516 Brown","TV and Video","Home Theater System",579.0000
"0203049","Contoso Home Theater System 2.1 Channel E1200 Black","TV and Video","Home Theater System",299.0000
"0203050","Contoso Home Theater System 2.1 Channel M1210 Black","TV and Video","Home Theater System",329.0000
"0203051","Contoso Home Theater System 7.1 Channel M1700 Black","TV and Video","Home Theater System",889.0000
"0203052","Contoso Home Theater System 4.1 Channel M1400 Black","TV and Video","Home Theater System",409.0000
"0203053","Contoso Home Theater System 5.1 Channel M1500 Black","TV and Video","Home Theater System",429.0000
"0203054","Contoso Home Theater System 5.1 Channel M1510 Black","TV and Video","Home Theater System",489.0000
"0203055","Contoso Home Theater System 4.1 Channel M1410 Black","TV and Video","Home Theater System",329.0000
"0203056","Contoso Home Theater System 5.1 Channel M1520 Black","TV and Video","Home Theater System",339.0000
"0203057","Contoso Home Theater System 5.1 Channel M1530 Black","TV and Video","Home Theater System",399.0000
"0203058","Contoso Home Theater System 2.1 Channel E1220 Black","TV and Video","Home Theater System",199.0000
"0203059","Contoso Home Theater System 5.1 Channel M1540 Black","TV and Video","Home Theater System",529.0000
"0203060","Contoso Home Theater System 4.1 Channel M1420 Black","TV and Video","Home Theater System",480.0000
"0203061","Contoso Home Theater System 2.1 Channel M1230 Black","TV and Video","Home Theater System",360.0000
"0203062","Contoso Home Theater System 2.1 Channel E1200 Silver","TV and Video","Home Theater System",299.0000
"0203063","Contoso Home Theater System 2.1 Channel M1210 Silver","TV and Video","Home Theater System",329.0000
"0203064","Contoso Home Theater System 7.1 Channel M1700 Silver","TV and Video","Home Theater System",889.0000
"0203065","Contoso Home Theater System 4.1 Channel M1400 Silver","TV and Video","Home Theater System",409.0000
"0203066","Contoso Home Theater System 5.1 Channel M1500 Silver","TV and Video","Home Theater System",429.0000
"0203067","Contoso Home Theater System 5.1 Channel M1510 Silver","TV and Video","Home Theater System",489.0000
"0203068","Contoso Home Theater System 4.1 Channel M1410 Silver","TV and Video","Home Theater System",329.0000
"0203069","Contoso Home Theater System 5.1 Channel M1520 Silver","TV and Video","Home Theater System",339.0000
"0203070","Contoso Home Theater System 5.1 Channel M1530 Silver","TV and Video","Home Theater System",399.0000
"0203071","Contoso Home Theater System 2.1 Channel E1220 Silver","TV and Video","Home Theater System",199.0000
"0203072","Contoso Home Theater System 5.1 Channel M1540 Silver","TV and Video","Home Theater System",529.0000
"0203073","Contoso Home Theater System 4.1 Channel M1420 Silver","TV and Video","Home Theater System",480.0000
"0203074","Contoso Home Theater System 2.1 Channel M1230 Silver","TV and Video","Home Theater System",360.0000
"0203075","Contoso Home Theater System 2.1 Channel E1200 White","TV and Video","Home Theater System",299.0000
"0203076","Contoso Home Theater System 2.1 Channel M1210 White","TV and Video","Home Theater System",329.0000
"0203077","Contoso Home Theater System 7.1 Channel M1700 White","TV and Video","Home Theater System",889.0000
"0203078","Contoso Home Theater System 4.1 Channel M1400 White","TV and Video","Home Theater System",409.0000
"0203079","Contoso Home Theater System 5.1 Channel M1500 White","TV and Video","Home Theater System",429.0000
"0203080","Contoso Home Theater System 5.1 Channel M1510 White","TV and Video","Home Theater System",489.0000
"0203081","Contoso Home Theater System 4.1 Channel M1410 White","TV and Video","Home Theater System",329.0000
"0203082","Contoso Home Theater System 5.1 Channel M1520 White","TV and Video","Home Theater System",339.0000
"0203083","Contoso Home Theater System 5.1 Channel M1530 White","TV and Video","Home Theater System",399.0000
"0203084","Contoso Home Theater System 2.1 Channel E1220 White","TV and Video","Home Theater System",199.0000
"0203085","Contoso Home Theater System 5.1 Channel M1540 White","TV and Video","Home Theater System",529.0000
"0203086","Contoso Home Theater System 4.1 Channel M1420 White","TV and Video","Home Theater System",480.0000
"0203087","Contoso Home Theater System 2.1 Channel M1230 White","TV and Video","Home Theater System",360.0000
"0203088","Contoso Home Theater System 2.1 Channel E1200 Brown","TV and Video","Home Theater System",299.0000
"0203089","Contoso Home Theater System 2.1 Channel M1210 Brown","TV and Video","Home Theater System",329.0000
"0203090","Contoso Home Theater System 7.1 Channel M1700 Brown","TV and Video","Home Theater System",889.0000
"0203091","Contoso Home Theater System 4.1 Channel M1400 Brown","TV and Video","Home Theater System",409.0000
"0203092","Contoso Home Theater System 5.1 Channel M1500 Brown","TV and Video","Home Theater System",429.0000
"0203093","Contoso Home Theater System 5.1 Channel M1510 Brown","TV and Video","Home Theater System",489.0000
"0203094","Contoso Home Theater System 4.1 Channel M1410 Brown","TV and Video","Home Theater System",329.0000
"0203095","Contoso Home Theater System 5.1 Channel M1520 Brown","TV and Video","Home Theater System",339.0000
"0203096","Contoso Home Theater System 5.1 Channel M1530 Brown","TV and Video","Home Theater System",399.0000
"0203097","Contoso Home Theater System 2.1 Channel E1220 Brown","TV and Video","Home Theater System",199.0000
"0203098","Contoso Home Theater System 5.1 Channel M1540 Brown","TV and Video","Home Theater System",529.0000
"0203099","Contoso Home Theater System 4.1 Channel M1420 Brown","TV and Video","Home Theater System",480.0000
"0203100","Contoso Home Theater System 2.1 Channel M1230 Brown","TV and Video","Home Theater System",360.0000
"0205001","SV Car Video LCD7W M7080 Black","TV and Video","Car Video",500.0000
"0205002","SV Car Video LCD7W M7081 Black","TV and Video","Car Video",499.0000
"0205003","SV Car Video TFT7 M7000 Black","TV and Video","Car Video",299.0000
"0205004","SV Car Video TFT6.2W E6280 Black","TV and Video","Car Video",279.0000
"0205005","SV Car Video TFT6.2W E6281 Black","TV and Video","Car Video",259.0000
"0205006","SV Car Video TFT6.2W E6282 Black","TV and Video","Car Video",269.0000
"0205007","SV Car Video TFT7 M7001 Black","TV and Video","Car Video",309.0000
"0205008","SV Car Video AM/FM E1000 Black","TV and Video","Car Video",199.0000
"0205009","SV Car Video AM/FM E1001 Black","TV and Video","Car Video",219.0000
"0205010","SV Car Video TFT7 M7002 Black","TV and Video","Car Video",319.0000
"0205011","SV Car Video LCD9.2W X9280 Black","TV and Video","Car Video",999.0000
"0205012","SV Car Video LCD9.2W X9281 Black","TV and Video","Car Video",869.0000
"0205013","SV Car Video LCD7W M7082 Black","TV and Video","Car Video",699.0000
